REL,,CLASS,dataset_id,ontology_id,data,DATASET,,CLASS,dataset_id,ontology_id,datb,DATASET
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/Telephone,444,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/FireStation,446,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/Police,450,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/Pub,451,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/BicycleParking,523,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/Taxi,526,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/Courthouse,527,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/Kindergarten,532,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/Confectionery,623,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://schema.org/Library,3236,1,257,DBpedia in Japanese,,http://linkedgeodata.org/ontology/VendingMachine,636,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://adl-gazetteer.geog.ucsb.edu/ontology/park,4219,1,428,Alexandria Digital Library (ADL) Gazetteer
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://adl-gazetteer.geog.ucsb.edu/ontology/country_2nd_order_division,4307,1,428,Alexandria Digital Library (ADL) Gazetteer
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://adl-gazetteer.geog.ucsb.edu/ontology/canal,4164,1,428,Alexandria Digital Library (ADL) Gazetteer
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/MeanOfTransportation,5438,10,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/MeanOfTransportation,5438,1,351,DBpedia
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Center108523483,6125,1,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Vehicle104524313,3844,10,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://schema.org/Product,5440,10,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://schema.org/Product,5440,1,351,DBpedia
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Museum,3715,1,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact,5436,1,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Vehicle104524313,3844,1,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Conveyance103100490,3838,1,351,DBpedia
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q33506,3714,1,351,DBpedia
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q33506,3714,10,351,DBpedia
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://umbel.org/umbel/rc/Place,3512,10,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact,5436,10,351,DBpedia
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Conveyance103100490,3838,10,351,DBpedia
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Museum,3715,10,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatPopulatedPlacesInGroningen(province),5378,1,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatCommunesOfHérault,11140,1,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatCommunesOfHérault,11140,10,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatPopulatedPlacesInZeeland,10408,10,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatPopulatedPlacesInZeeland,10408,1,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatFormerMunicipalitiesOfZeeland,10407,10,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatFormerMunicipalitiesOfZeeland,10407,1,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatPopulatedPlacesInFriesland,10405,10,351,DBpedia
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ReligiousBuilding,7538,10,351,DBpedia
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Cathedral102984061,6051,10,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Artwork,3369,10,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Artwork,3369,1,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Museum,3715,1,351,DBpedia
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ReligiousBuilding,7538,1,351,DBpedia
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Cathedral102984061,6051,1,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatPopulatedPlacesInGroningen(province),5378,10,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Museum,3715,10,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WikicatPopulatedPlacesInFriesland,10405,1,351,DBpedia
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Region,4820,1,476,DBpedia in Basque
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/AdministrativeRegion,4817,1,476,DBpedia in Basque
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://schema.org/AdministrativeArea,4815,1,476,DBpedia in Basque
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://schema.org/AdministrativeArea,4815,10,476,DBpedia in Basque
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/AdministrativeRegion,4817,10,476,DBpedia in Basque
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/PopulatedPlace,4819,1,476,DBpedia in Basque
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/PopulatedPlace,4819,10,476,DBpedia in Basque
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Region,4820,10,476,DBpedia in Basque
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Building,2419,1,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q4989906,2484,10,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Memorial,2485,10,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q473972,2413,10,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ProtectedArea,2414,10,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ProtectedArea,2414,1,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q41176,2417,1,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q41176,2417,10,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Building,2419,10,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Monument,2423,10,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q473972,2413,1,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Monument,2423,1,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q4989906,2484,1,175,DBpedia in Dutch
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Memorial,2485,1,175,DBpedia in Dutch
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Church,2251,10,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Building,2196,1,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Church,2251,1,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Building,2196,10,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ReligiousBuilding,2197,10,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ReligiousBuilding,2197,1,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q1370598,2199,10,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q41176,2201,1,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q41176,2201,10,134,DBpedia in French
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.w3.org/2004/02/skos/core#Concept,2209,10,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.w3.org/2004/02/skos/core#Concept,2209,1,134,DBpedia in French
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Monument,2219,10,134,DBpedia in French
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Monument,2219,1,134,DBpedia in French
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q4989906,2220,1,134,DBpedia in French
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q4989906,2220,10,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q1370598,2199,1,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ArchitecturalStructure,2195,1,134,DBpedia in French
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ArchitecturalStructure,2195,10,134,DBpedia in French
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/City,2906,1,200,DBpedia in Greek
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/City,2906,10,200,DBpedia in Greek
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Locomotive,4595,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q93301,4596,1,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact,4445,1,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact,4445,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/MeanOfTransportation,4443,1,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://schema.org/Product,4444,1,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://schema.org/Product,4444,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q93301,4596,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/MeanOfTransportation,4443,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q174782,4401,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q174782,4401,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Square,4400,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Square,4400,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Instrument,4643,1,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q225829,4645,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Tower,4381,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q12518,4382,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q12518,4382,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Cemetery,4389,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Cemetery,4389,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q44494,4429,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q1444,4644,1,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q225829,4645,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q39614,4390,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q39614,4390,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.ontologydesignpatterns.org/ont/d0.owl#Location,4393,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Monastery,4394,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Monastery,4394,10,442,DBpedia Wikidata
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ReligiousBuilding,4395,10,442,DBpedia Wikidata
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/ReligiousBuilding,4395,1,442,DBpedia Wikidata
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q1370598,4396,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q44613,4397,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q44613,4397,1,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Instrument,4643,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://schema.org/Product,4444,1,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://schema.org/Product,4444,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q1444,4644,10,442,DBpedia Wikidata
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q1370598,4396,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Gate,4451,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q38720,4426,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q53060,4452,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Gate,4451,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Windmill,4427,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Mill,4428,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q53060,4452,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Device,4642,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Organ,4641,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Device,4642,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.ontologydesignpatterns.org/ont/d0.owl#Location,4393,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q44494,4429,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Mill,4428,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Windmill,4427,10,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q38720,4426,1,442,DBpedia Wikidata
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Tower,4381,10,442,DBpedia Wikidata
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Conveyance103100490,12921,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact,13489,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Locomotive103684823,20234,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Self-propelledVehicle104170037,20235,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WheeledVehicle104576211,20236,1,393,DBpedia-Live
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Museum,4114,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Conveyance103100490,12921,10,393,DBpedia-Live
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q33506,4115,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/MeanOfTransportation,13490,10,393,DBpedia-Live
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q33506,4115,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Locomotive,19506,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/IndividualLocomotives,20233,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Locomotive,19506,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Vehicle104524313,12925,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q93301,19507,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/WheeledVehicle104576211,20236,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Locomotive103684823,20234,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/RailwayLocomotivesOnTheNationalRegisterOfHistoricPlaces,20232,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/RailwayLocomotivesOnTheNationalRegisterOfHistoricPlaces,20232,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://www.wikidata.org/entity/Q93301,19507,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/IndividualLocomotives,20233,10,393,DBpedia-Live
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/Museum,4114,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Vehicle104524313,12925,10,393,DBpedia-Live
0,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Center108523483,13019,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Self-propelledVehicle104170037,20235,1,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Locomotive,4595,1,442,DBpedia Wikidata,,http://schema.org/Product,13488,10,393,DBpedia-Live
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Leader109623038,3986,1,393,DBpedia-Live
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/PopulatedPlacesInZeeland,18348,1,393,DBpedia-Live
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Cathedral102984061,13155,10,393,DBpedia-Live
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/Cathedral102984061,13155,1,393,DBpedia-Live
0,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/class/yago/PopulatedPlacesInZeeland,18348,10,393,DBpedia-Live
2,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://dbpedia.org/ontology/HistoricBuilding,12969,10,393,DBpedia-Live
1,,http://dbpedia.org/ontology/Organ,4641,1,442,DBpedia Wikidata,,http://www.geonames.org/ontology#S,5058,7,59,Dutch Ships and Sailors
